case_id,status,message
00539,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00540,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00541,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00542,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00543,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00544,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00545,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00546,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00547,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -2.5' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00548,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = C + -0.75' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00549,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00550,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00551,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00552,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00553,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00554,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00555,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + S2 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00556,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + S4 + -1 * S5' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00557,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00558,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00559,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00560,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00565,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00566,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00567,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = multiply(k3 + 1, S1) + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00568,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + add(X0, X1)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00569,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = subtract(k2, 0.9)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00570,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = subtract(k2, k3) + -0.2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00571,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = subtract(multiply(k3 + 1, S1), T)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00572,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = add(add(X0, X1), T) + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00573,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * p4 + -1 * p3' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00574,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = p1 + p2 + p3 + -1 * p4' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00575,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k2 + -0.9' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00576,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = p4 + -1 * p1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00613,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00614,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00615,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00628,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00629,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00630,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00658,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * k1 + S1 + S2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00659,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * k1 + S1 + S2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00660,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * k1 + S1 + S2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00661,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + X0 + X1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00662,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00663,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k2 + -0.9' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00664,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k2 + -0.9' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00665,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + X0 + X1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00666,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00673,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00674,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00675,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00687,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00695,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00696,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00705,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00760,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + add(X0, X1)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00761,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S1 * add(1, k3) + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00762,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = subtract(k2, 0.9)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00777,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k2 + -2.5' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00778,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + X0 + X1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00779,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + X0 + X1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00780,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * S1 + T + X0 + X1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00844,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = kf + -0.75' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00876,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
00983,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = -1 * temp + time / 2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01044,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = kf + -0.75' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01054,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01083,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01084,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = (k3 + 1) * S1 + -1 * T' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01085,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01086,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = S4 + -1 * S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01108,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = X - p1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01142,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = t4 - delay(t3, timeconv * (time / timeconv / 2))' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01174,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = t4 - delay(t3, timeconv * (time / timeconv / 2))' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01350,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = A__x - J1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01359,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = A__x - J1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01368,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = A__x - J1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01377,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = A__x - J1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01386,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = A__x - J1_sr' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01479,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = avogadro / 1e23 - P1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01484,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P1 - S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01499,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P0 - S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01500,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P0 - S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01501,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P0 - S1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01502,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P2 - abs(-1)' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01503,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = P1 - plus()' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01567,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k + 3' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01575,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k1 - k2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01576,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k1 - k2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01577,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = 10 - k1 - k2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01578,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = 10 - k1' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01579,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = k1 - k2' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
01589,LOAD_REJECTED_ALGEBRAIC,"Unable to support algebraic rules.  The formula '0 = Q + R - S' is not supported., at rrllvm::LLVMModelDataSymbols::LLVMModelDataSymbols(const libsbml::Model*, unsigned int)"
